base_addr,cache_line,page_addr,confidence^page_addr,curr_sig^sig_delta,ip_1^ip_2^ip_3,ip^depth,ip^sig_delta,confidence,
-10,9,14,10,,14,,-2,,
,10,9,12,,11,,-2,,
,14,12,13,,15,,-4,,
,9,8,14,,12,,-1,,
,15,8,10,,11,,1,,
,11,14,11,,14,,7,,
,12,12,11,,10,,-1,,
,14,11,13,,9,,-7,,
10,13,10,14,,14,,-1,,
,12,14,10,,10,,,,
,12,14,13,,14,,-1,,
,12,13,15,,10,,-1,,
,11,12,11,,14,,-1,,
,12,12,11,,12,,-2,,
,11,12,14,,13,,,,
,13,11,12,,14,,-1,,
15,8,12,13,,8,,,,
,7,12,15,,12,,15,,
,12,13,13,,10,,-16,,
,9,12,14,,11,,-16,,
,5,14,11,,8,,-16,,
,10,9,12,,14,,-16,,
,10,12,9,,11,,-16,,
,-2,11,10,,15,,-15,,
15,13,14,14,,13,,-8,,
,13,13,12,,9,,-2,,
,12,11,13,,14,,0,,
8,14,12,11,,12,,-1,,
8,15,10,15,,10,,-3,,
,14,14,10,,14,,-14,,
,15,10,15,,14,,-2,,
1,15,15,14,,15,,-4,,
11,13,14,14,,2,,,,
,11,13,12,,14,,1,,
,15,12,10,,14,,-1,,
,14,12,10,,15,,1,,
,15,12,15,,13,,-4,,
,13,14,12,,13,,,,
,14,8,13,,12,,-1,,
,13,12,10,,13,,-9,,
7,7,12,12,,11,,-3,,
,13,10,14,,11,,-5,,
,14,10,14,,13,,-7,,
,13,13,11,,14,,-5,,
,11,14,12,,13,,-2,,
,13,12,14,,12,,-9,,
,10,13,14,,7,,-16,,
,14,14,13,,11,,-15,,
15,10,14,14,,11,,14,,
,14,13,14,,1,,-11,,
,13,15,9,,15,,-16,,
,15,12,14,,12,,-3,,
,13,15,11,,9,,-5,,
,11,10,14,,13,,-9,,
,13,12,9,,9,,8,,
,14,11,12,,12,,8,,
8,12,15,12,,12,,-13,,
,8,14,14,,13,,-11,,
,15,7,9,,12,,-15,,
,15,10,9,,11,,-10,,
,15,14,13,,3,,-9,,
,14,13,15,,8,,-16,,
,12,15,9,,14,,-16,,
,14,12,15,,7,,-12,,
6,15,14,13,,13,,-4,,
,14,8,10,,12,,-6,,
,14,11,9,,11,,-5,,
,15,8,11,,14,,-16,,
,14,11,9,,13,,-16,,
,15,10,10,,13,,-16,,
,10,12,15,,8,,-10,,
,12,15,13,,10,,-16,,
13,13,10,13,,13,,-16,,
,14,11,11,,13,,-16,,
,12,13,6,,3,,-16,,
,14,9,14,,13,,15,,
,12,12,11,,14,,-9,,
,13,9,13,,12,,2,,
,14,10,13,,15,,-12,,
,15,10,11,,14,,,,
14,14,9,11,,10,,-16,,
,12,10,9,,8,,-16,,
,10,7,11,,15,,-16,,
,11,14,10,,9,,-16,,
,9,12,10,,7,,-16,,
,8,9,14,,-6,,-16,,
,7,13,13,,15,,-16,,
,-2,11,12,,11,,-12,,
12,11,14,13,,9,,1,,
,10,15,11,,-14,,-16,,
5,11,8,15,,14,,-15,,
1,11,13,10,,8,,-16,,
,13,15,13,,7,,-15,,
,14,14,15,,9,,-13,,
1,11,13,14,,12,,7,,
,15,13,14,,10,,-13,,
13,12,10,14,,10,,0,,
,14,13,13,,14,,,,
,13,14,12,,13,,0,,
,12,11,7,,13,,1,,
,13,12,14,,14,,-2,,
,13,13,14,,13,,,,
,14,13,14,,12,,-1,,
,11,15,13,,14,,,,
9,14,11,13,,15,,-16,,
,14,10,11,,11,,-16,,
,11,14,14,,14,,-16,,
,13,14,14,,10,,-16,,
,15,8,12,,15,,2,,
,12,11,10,,5,,-16,,
,14,13,8,,6,,-16,,
,13,11,13,,-3,,-16,,
13,12,11,13,,15,,-15,,
,14,10,15,,11,,7,,
,15,13,9,,2,,-16,,
,14,10,12,,13,,-16,,
,12,10,14,,12,,-16,,
,14,11,7,,11,,-16,,
,15,13,11,,14,,-16,,
,9,14,13,,12,,-16,,
8,12,9,14,,14,,-6,,
,12,11,12,,14,,15,,
,15,12,14,,13,,15,,
,12,13,13,,13,,14,,
,14,12,10,,12,,14,,
,13,12,12,,1,,15,,
,14,13,14,,14,,11,,
,11,13,11,,9,,10,,
-6,14,12,10,,12,,5,,
,15,11,12,,13,,1,,
,15,12,12,,12,,12,,
,12,14,15,,13,,,,
,12,11,9,,14,,-2,,
,15,9,12,,12,,-6,,
,15,8,12,,14,,,,
,13,12,11,,14,,,,
12,15,10,11,,7,,2,,
,15,3,11,,11,,-16,,
,12,12,11,,8,,-16,,
,15,12,10,,13,,-16,,
,14,15,15,,12,,-16,,
,12,13,14,,13,,-16,,
,15,9,10,,13,,-16,,
,11,11,13,,13,,6,,
15,13,11,14,,5,,-7,,
,14,13,12,,12,,15,,
,13,11,15,,4,,9,,
,13,14,12,,14,,15,,
,11,13,11,,13,,13,,
,7,13,12,,14,,10,,
,12,8,13,,12,,10,,
,3,12,11,,11,,14,,
10,12,11,14,,7,,5,,
1,11,14,12,,11,,15,,
,13,14,13,,11,,9,,
0,14,12,14,,12,,14,,
,14,11,11,,15,,15,,
,12,11,12,,2,,15,,
0,14,14,9,,12,,14,,
3,15,13,13,,1,,7,,
-13,15,15,7,,10,,-4,,
,11,8,14,,11,,8,,
,13,11,8,,15,,15,,
,13,10,12,,11,,15,,
,11,15,13,,10,,15,,
,14,14,13,,15,,15,,
,13,15,15,,11,,15,,
,10,15,13,,10,,13,,
15,15,15,10,,15,,14,,
,13,12,15,,13,,12,,
,13,11,14,,14,,11,,
,11,11,12,,13,,-2,,
,14,12,11,,14,,11,,
,11,6,9,,13,,14,,
,9,13,14,,11,,11,,
,15,11,14,,15,,11,,
13,12,12,11,,14,,13,,
,12,13,12,,13,,-4,,
,14,13,13,,15,,13,,
,11,14,13,,10,,-16,,
,14,15,13,,15,,1,,
,15,12,14,,15,,1,,
,12,12,11,,12,,-6,,
,14,8,13,,15,,-9,,
-10,12,12,13,,10,,-15,,
,15,13,9,,13,,-15,,
,12,12,10,,12,,-16,,
,15,12,10,,0,,-3,,
,15,13,12,,15,,-5,,
,15,11,12,,7,,2,,
,11,15,13,,12,,-16,,
,13,12,13,,13,,-16,,
8,15,11,14,,14,,-16,,
,14,13,12,,13,,12,,
,13,14,15,,11,,4,,
,14,14,14,,7,,14,,
,12,14,14,,8,,7,,
,10,12,14,,15,,3,,
,9,14,14,,14,,7,,
,15,10,14,,7,,13,,
14,15,11,13,,14,,11,,
,13,12,11,,10,,12,,
,14,12,13,,10,,10,,
,10,14,11,,14,,10,,
,14,12,13,,13,,7,,
,10,13,12,,13,,10,,
,15,10,13,,-5,,12,,
,12,9,12,,8,,-11,,
13,10,10,12,,12,,-16,,
,12,10,12,,15,,-16,,
,12,10,12,,15,,-16,,
,11,14,10,,10,,-16,,
,13,12,11,,15,,-16,,
,10,12,13,,6,,-16,,
,9,15,12,,11,,-16,,
,1,11,15,,3,,0,,
12,9,11,15,,14,,-16,,
3,11,14,11,,11,,-16,,
1,13,10,13,,15,,-11,,
1,11,14,13,,12,,-16,,
,13,13,8,,10,,-16,,
1,11,14,10,,14,,-16,,
2,14,11,11,,14,,-16,,
,14,10,12,,13,,-16,,
8,12,12,13,,12,,-6,,
,15,12,12,,2,,-9,,
,15,14,15,,13,,-16,,
,15,12,15,,13,,-14,,
,15,13,13,,9,,-16,,
,13,15,12,,13,,-16,,
,12,12,14,,12,,-16,,
,13,15,14,,12,,-16,,
13,11,14,12,,10,,-16,,
,13,13,14,,11,,-16,,
,14,11,13,,11,,-16,,
,14,12,10,,13,,-16,,
,14,13,13,,13,,-16,,
,13,10,14,,13,,-16,,
,15,14,13,,12,,7,,
,13,12,14,,15,,0,,
14,10,14,10,,14,,-16,,
,15,13,14,,10,,-16,,
,13,12,13,,15,,-16,,
,10,13,14,,15,,15,,
,14,12,11,,12,,-16,,
,7,13,11,,6,,-10,,
,12,8,10,,14,,-16,,
,13,10,13,,15,,-16,,
3,8,9,11,,6,,-16,,
,13,11,12,,10,,-16,,
,15,11,13,,6,,7,,
,13,13,9,,11,,-16,,
,11,10,10,,6,,-16,,
,15,11,13,,10,,-1,,
,12,12,13,,15,,-10,,
,15,14,11,,9,,-16,,
14,14,11,13,,13,,12,,
,15,12,12,,8,,10,,
,15,13,12,,14,,7,,
,13,14,13,,14,,13,,
,14,12,10,,-4,,14,,
,14,12,10,,6,,3,,
,13,12,13,,10,,13,,
,12,9,12,,12,,7,,
8,10,12,13,,13,,-16,,
,15,14,13,,9,,-16,,
,12,8,13,,10,,-16,,
,15,14,7,,7,,-16,,
,12,15,14,,12,,-16,,
,14,12,15,,9,,-15,,
,14,12,12,,15,,-13,,
,15,12,11,,11,,-15,,
15,13,10,15,,9,,-12,,
,10,14,12,,8,,-16,,
,11,13,13,,11,,6,,
,11,14,13,,12,,-2,,
,7,13,12,,7,,-16,,
,8,12,13,,9,,6,,
,6,11,14,,15,,-8,,
,-1,9,14,,11,,-15,,
13,11,12,13,,10,,-16,,
,9,10,11,,11,,-13,,
2,8,11,14,,12,,-16,,
,12,12,13,,12,,-15,,
,7,11,11,,15,,-8,,
2,14,11,13,,11,,-13,,
,12,14,13,,8,,-16,,
3,12,11,14,,13,,-16,,
12,14,11,10,,12,,11,,
,12,11,15,,14,,15,,
,9,13,13,,12,,10,,
,13,14,11,,8,,-4,,
,7,11,13,,13,,-9,,
,10,13,12,,14,,15,,
,9,11,12,,14,,13,,
,13,12,13,,14,,14,,
13,13,13,9,,7,,15,,
,9,11,12,,12,,15,,
,11,15,11,,12,,15,,
,9,12,14,,13,,-16,,
,4,12,11,,15,,12,,
,6,13,9,,11,,10,,
,11,11,14,,15,,10,,
,8,9,13,,15,,15,,
9,7,13,12,,11,,13,,
,8,14,12,,13,,11,,
,12,13,11,,13,,-4,,
,11,9,13,,15,,6,,
,12,9,13,,11,,-10,,
,12,12,11,,10,,-16,,
,12,5,11,,15,,15,,
,13,13,10,,15,,-5,,
12,9,11,14,,10,,-1,,
,10,11,12,,7,,-2,,
,15,13,11,,15,,10,,
,13,9,13,,9,,-13,,
,13,13,10,,11,,-6,,
,13,11,12,,10,,-4,,
,12,13,14,,10,,-13,,
,15,14,15,,11,,-2,,
14,13,15,13,,11,,-16,,
,15,14,14,,14,,-16,,
,13,11,9,,15,,-16,,
,12,13,13,,11,,-16,,
,11,11,12,,11,,-16,,
,12,9,12,,10,,-16,,
,9,6,12,,10,,-16,,
,9,13,10,,14,,-16,,
11,10,12,11,,12,,11,,
,9,12,12,,13,,7,,
,10,14,13,,13,,9,,
,10,11,14,,8,,-16,,
,12,12,12,,15,,13,,
,9,11,10,,7,,15,,
,9,13,14,,14,,13,,
,11,12,12,,10,,8,,
10,9,11,15,,7,,12,,
,12,15,10,,15,,15,,
,6,13,15,,12,,12,,
,8,15,15,,13,,15,,
,3,14,11,,14,,10,,
,9,14,13,,11,,-16,,
,7,12,13,,13,,10,,
,6,14,13,,10,,10,,
12,15,14,11,,14,,-16,,
2,14,14,12,,12,,-16,,
2,11,14,12,,15,,-16,,
-1,15,14,13,,15,,-11,,
,15,12,13,,12,,4,,
,13,7,13,,13,,-7,,
2,15,10,11,,14,,-14,,
,15,12,11,,15,,-16,,
13,14,11,14,,15,,-15,,
,14,11,11,,11,,-16,,
,15,12,12,,6,,12,,
,14,13,11,,15,,15,,
,15,14,14,,15,,-16,,
,14,12,13,,14,,-16,,
,14,13,15,,12,,-16,,
,12,15,10,,15,,-16,,
9,13,11,12,,15,,15,,
,13,11,15,,14,,10,,
,12,8,12,,12,,-14,,
,11,15,9,,9,,13,,
,10,12,13,,15,,15,,
,8,9,10,,12,,10,,
,14,10,12,,13,,12,,
,15,11,10,,10,,13,,
8,10,11,11,,11,,6,,
,15,10,12,,14,,-16,,
,14,10,12,,13,,-4,,
,15,12,9,,14,,4,,
,13,13,14,,12,,-16,,
,14,12,14,,12,,-16,,
,14,9,11,,15,,-16,,
,14,11,9,,11,,-14,,
4,13,13,10,,9,,-16,,
,9,9,14,,14,,11,,
,15,9,9,,12,,3,,
,14,11,11,,14,,11,,
,12,11,14,,11,,10,,
,15,12,13,,7,,7,,
,13,10,12,,15,,12,,
,14,13,10,,13,,9,,
14,14,13,12,,10,,-4,,
,10,15,14,,5,,-16,,
,7,11,11,,15,,-16,,
,10,13,13,,13,,-16,,
,12,12,12,,11,,-16,,
,13,12,9,,10,,-16,,
,14,11,13,,11,,-16,,
,10,8,14,,11,,-13,,
14,15,11,11,,13,,12,,
,12,13,10,,12,,14,,
,14,9,8,,7,,-16,,
,12,12,10,,13,,-3,,
,14,12,13,,14,,11,,
,13,14,12,,9,,-16,,
,14,11,12,,9,,9,,
,14,12,11,,11,,15,,
13,14,13,14,,12,,-16,,
,11,14,13,,7,,-16,,
,14,14,13,,9,,-16,,
,11,13,11,,12,,-16,,
,12,14,11,,13,,-16,,
,6,12,13,,12,,-11,,
,9,9,15,,12,,-16,,
,2,14,11,,11,,-16,,
15,15,11,8,,14,,12,,
2,14,11,13,,13,,10,,
,12,12,12,,14,,15,,
,15,13,14,,10,,15,,
0,13,11,13,,14,,6,,
,12,14,12,,15,,11,,
2,13,13,12,,14,,15,,
,12,14,12,,12,,12,,
10,11,12,13,,11,,0,,
,12,14,12,,12,,-2,,
,13,13,12,,12,,-16,,
,15,12,12,,13,,-16,,
,14,14,13,,8,,-15,,
,14,12,11,,8,,-11,,
,15,12,10,,13,,8,,
,15,10,13,,11,,-6,,
15,15,13,12,,13,,9,,
,11,14,13,,12,,-3,,
,13,11,11,,13,,-3,,
,15,12,14,,12,,-4,,
,10,14,11,,8,,4,,
,14,12,9,,11,,-13,,
,11,9,12,,11,,-7,,
,14,8,12,,12,,-16,,
15,15,13,14,,7,,-14,,
,10,15,15,,15,,15,,
,11,14,12,,6,,15,,
,14,11,14,,14,,15,,
,12,13,14,,13,,14,,
,15,13,14,,12,,13,,
,15,8,12,,12,,13,,
,14,14,10,,9,,10,,
14,14,11,12,,13,,-16,,
,14,10,14,,11,,-16,,
,15,11,13,,12,,-15,,
,12,14,11,,14,,-16,,
,9,14,12,,15,,-16,,
,13,13,14,,12,,-15,,
,14,15,9,,15,,-16,,
,12,13,15,,14,,-11,,
15,10,12,13,,13,,-16,,
,13,14,13,,14,,-16,,
,12,10,11,,9,,-15,,
,15,12,8,,10,,-15,,
,14,12,10,,12,,-16,,
,11,12,9,,10,,-16,,
,12,13,13,,11,,-16,,
,12,12,13,,12,,-16,,
10,11,15,12,,15,,-16,,
,14,10,15,,12,,-16,,
,15,14,11,,4,,-16,,
,12,12,9,,11,,-16,,
,14,9,14,,11,,-16,,
,10,11,11,,9,,-16,,
,13,10,11,,2,,-16,,
,15,13,11,,14,,-16,,
13,15,12,11,,15,,-16,,
,15,9,10,,12,,-16,,
,11,12,12,,14,,-16,,
,10,12,10,,13,,-15,,
,9,13,10,,13,,-8,,
,9,12,13,,13,,-8,,
,12,9,14,,9,,1,,
,3,14,13,,12,,-15,,
11,11,12,13,,14,,-16,,
1,8,11,13,,12,,-16,,
1,12,10,13,,15,,-16,,
1,12,12,10,,11,,-16,,
,11,12,10,,11,,-16,,
2,15,12,13,,9,,-16,,
,15,11,14,,15,,-16,,
,15,13,13,,14,,-16,,
13,15,10,12,,12,,-9,,
,13,12,13,,11,,-15,,
,14,15,14,,13,,-5,,
,14,13,15,,11,,5,,
,15,12,14,,4,,-12,,
,14,13,12,,12,,-16,,
,15,13,11,,12,,6,,
,11,12,13,,12,,-4,,
-1,14,13,10,,5,,3,,
,13,10,14,,8,,-14,,
,9,12,10,,13,,-12,,
,13,13,14,,13,,-14,,
,9,12,12,,12,,-15,,
,9,12,13,,13,,-3,,
,10,9,14,,14,,-16,,
,9,15,14,,15,,-16,,
11,12,9,14,,5,,-16,,
,14,11,9,,10,,-16,,
,14,12,11,,15,,-16,,
,15,13,13,,13,,-16,,
,15,14,11,,13,,-15,,
,14,10,14,,13,,-16,,
,15,12,13,,,,-16,,
,14,11,11,,13,,-16,,
10,13,6,7,,14,,2,,
,13,13,13,,12,,7,,
,13,13,12,,13,,1,,
,14,10,12,,15,,12,,
,10,10,12,,12,,11,,
,12,9,11,,11,,15,,
,13,15,10,,13,,5,,
,13,12,11,,15,,12,,
15,14,14,14,,13,,-6,,
,13,14,14,,-1,,10,,
,13,15,13,,15,,-14,,
,13,12,14,,14,,11,,
,12,10,11,,10,,13,,
,14,13,11,,12,,-16,,
,10,13,11,,9,,-16,,
,12,13,15,,15,,-13,,
13,12,12,12,,14,,15,,
,15,12,11,,13,,15,,
,14,12,14,,14,,12,,
,13,13,11,,14,,11,,
,12,11,13,,12,,3,,
,15,13,10,,13,,15,,
,11,13,13,,12,,7,,
,13,14,12,,7,,12,,
14,15,12,12,,9,,-16,,
,13,13,12,,10,,-16,,
,15,12,9,,11,,10,,
,12,13,11,,9,,7,,
,13,8,13,,8,,9,,
,10,11,11,,12,,9,,
,7,9,14,,12,,-16,,
,2,14,13,,10,,2,,
12,11,8,11,,5,,10,,
,12,14,12,,9,,15,,
,15,6,11,,12,,14,,
,13,10,11,,12,,11,,
2,11,13,11,,15,,13,,
,15,13,13,,9,,12,,
1,13,9,13,,8,,14,,
1,14,12,10,,15,,15,,
15,11,13,11,,3,,8,,
,15,14,15,,13,,15,,
,13,13,13,,8,,-1,,
,14,12,14,,12,,5,,
,11,12,13,,12,,11,,
,14,9,12,,15,,14,,
,13,8,13,,13,,13,,
,10,14,10,,3,,15,,
11,14,14,11,,14,,12,,
,15,12,13,,9,,14,,
,15,15,12,,9,,2,,
,15,8,14,,6,,13,,
,15,10,13,,10,,13,,
,15,13,15,,14,,12,,
,11,13,12,,9,,9,,
,13,13,10,,11,,14,,
15,11,14,10,,11,,0,,
,6,6,12,,10,,5,,
,9,13,12,,11,,4,,
,12,11,13,,13,,6,,
,13,10,10,,14,,10,,
,10,13,13,,14,,12,,
,12,13,13,,7,,10,,
,15,11,11,,11,,13,,
11,11,9,14,,10,,10,,
,15,13,10,,15,,0,,
,11,12,12,,6,,11,,
,14,11,13,,12,,8,,
,11,8,12,,14,,13,,
,14,12,11,,15,,12,,
,15,14,15,,15,,-16,,
,15,14,9,,13,,12,,
14,15,14,14,,15,,-1,,
,15,13,15,,15,,7,,
,13,11,15,,10,,11,,
,14,15,14,,11,,2,,
,10,10,12,,2,,12,,
,10,9,10,,14,,9,,
,12,15,10,,15,,11,,
,12,7,11,,13,,5,,
14,6,15,12,,13,,13,,
,7,10,13,,14,,14,,
,12,7,11,,12,,13,,
,14,10,11,,14,,11,,
,13,15,15,,15,,-16,,
,11,12,14,,11,,7,,
,13,13,10,,12,,9,,
,15,10,10,,9,,9,,
14,13,10,13,,15,,-16,,
,14,15,12,,12,,-16,,
,11,10,13,,12,,-13,,
,9,13,14,,1,,-16,,
,9,13,12,,6,,7,,
,7,10,15,,10,,-13,,
,7,11,13,,15,,-4,,
,-4,13,12,,11,,-9,,
13,13,8,11,,-1,,-4,,
,14,10,10,,15,,-9,,
1,13,10,15,,10,,1,,
2,14,13,9,,12,,-16,,
,15,11,15,,12,,-16,,
,15,15,11,,13,,0,,
,15,13,12,,15,,-15,,
1,14,13,10,,12,,7,,
14,15,10,12,,15,,-3,,
,15,9,11,,-4,,0,,
,15,14,13,,13,,-8,,
,14,10,11,,9,,-16,,
,12,11,15,,14,,-16,,
,15,15,13,,-2,,-16,,
,15,13,14,,14,,-12,,
,13,11,12,,2,,-16,,
11,13,9,12,,12,,-16,,
,15,14,11,,9,,-16,,
,15,9,13,,13,,-16,,
,13,12,11,,14,,-16,,
,11,9,9,,15,,5,,
,11,12,11,,6,,2,,
,10,13,12,,13,,-15,,
,12,11,14,,13,,-16,,
14,12,14,11,,6,,-16,,
,13,11,10,,1,,-16,,
,12,13,15,,12,,-16,,
,13,13,11,,14,,-16,,
,9,11,10,,12,,-16,,
,10,4,13,,15,,-16,,
,13,13,13,,8,,-16,,
,14,12,13,,11,,-16,,
14,11,11,14,,14,,-8,,
,12,14,12,,11,,-4,,
,12,12,13,,13,,11,,
,14,11,13,,6,,2,,
,10,11,13,,9,,5,,
,12,12,14,,15,,10,,
,15,12,14,,11,,-13,,
,15,15,13,,2,,5,,
9,15,12,14,,12,,9,,
,14,11,14,,13,,14,,
,14,14,15,,12,,3,,
,7,14,15,,10,,12,,
,12,12,15,,14,,12,,
,14,13,14,,8,,12,,
,10,12,13,,15,,8,,
,10,13,12,,12,,11,,
14,11,14,15,,13,,8,,
,12,14,15,,12,,11,,
,13,12,14,,10,,-8,,
,11,10,12,,14,,-1,,
,14,11,13,,4,,11,,
,14,13,11,,15,,-16,,
,13,13,15,,12,,-2,,
,12,11,12,,8,,5,,
13,12,9,14,,15,,-16,,
,13,15,10,,15,,-16,,
,13,13,12,,10,,-14,,
,11,14,13,,11,,-16,,
,12,15,12,,9,,-15,,
,11,12,10,,12,,-7,,
,7,8,13,,12,,-15,,
,-9,15,9,,11,,-16,,
12,11,11,13,,15,,-16,,
1,11,12,12,,13,,-15,,
,12,9,14,,13,,-7,,
,14,14,12,,12,,-16,,
,14,6,9,,14,,-16,,
,14,9,11,,14,,-16,,
1,15,14,13,,8,,-16,,
1,15,10,13,,5,,-16,,
15,10,13,15,,14,,13,,
,13,12,7,,7,,13,,
,15,14,12,,3,,-8,,
,14,8,12,,12,,15,,
,15,15,14,,8,,9,,
,15,14,11,,12,,13,,
,14,12,15,,-16,,14,,
,14,15,14,,12,,14,,
8,13,11,10,,15,,-16,,
,13,10,12,,-2,,15,,
,14,11,10,,14,,11,,
,15,12,14,,10,,15,,
,11,13,13,,13,,11,,
,13,13,11,,13,,15,,
,14,9,12,,11,,11,,
,14,11,9,,12,,11,,
6,13,10,9,,11,,-11,,
,15,13,11,,15,,-16,,
,14,10,10,,14,,-16,,
,12,11,13,,10,,-14,,
,13,9,8,,14,,-16,,
,15,9,10,,12,,-16,,
,12,14,13,,11,,-16,,
,13,10,12,,12,,-16,,
7,13,13,14,,9,,8,,
,14,15,12,,12,,-16,,
,13,14,13,,15,,-16,,
,13,12,14,,11,,-9,,
,12,10,12,,11,,-2,,
,14,11,6,,8,,7,,
,11,10,11,,15,,10,,
,14,11,11,,12,,12,,
13,13,11,14,,10,,-16,,
,11,13,11,,10,,-16,,
,13,15,15,,14,,-16,,
,10,14,14,,14,,-15,,
,11,14,12,,13,,-16,,
,12,9,14,,10,,-10,,
,15,15,13,,15,,-16,,
,13,13,15,,13,,-16,,
14,10,14,13,,15,,-10,,
,8,11,13,,15,,14,,
,11,10,14,,12,,10,,
,15,14,15,,11,,7,,
,13,8,12,,14,,13,,
,11,9,10,,14,,14,,
,13,14,10,,13,,15,,
,14,12,15,,13,,11,,
11,9,14,11,,8,,-8,,
,13,10,14,,15,,-14,,
,10,11,14,,14,,-16,,
,14,13,12,,15,,-16,,
,10,12,14,,14,,-16,,
,9,12,14,,8,,-16,,
,3,12,14,,13,,-10,,
,7,14,12,,14,,-16,,
14,13,9,14,,10,,3,,
,7,13,11,,15,,13,,
1,11,10,6,,10,,-16,,
,14,9,10,,15,,6,,
,13,13,11,,10,,14,,
1,15,10,15,,8,,5,,
,15,13,13,,9,,12,,
,14,15,10,,11,,8,,
4,14,13,14,,13,,-15,,
,14,11,12,,13,,-16,,
,11,12,14,,13,,-15,,
,10,12,8,,15,,-16,,
,15,13,9,,12,,-16,,
,12,12,15,,14,,-16,,
,15,12,11,,13,,-16,,
,13,14,11,,6,,-16,,
8,12,14,12,,11,,12,,
,14,8,15,,15,,9,,
,15,11,10,,13,,12,,
,15,11,12,,8,,11,,
,13,11,13,,10,,12,,
,15,12,12,,12,,14,,
,15,11,9,,9,,-16,,
,14,11,12,,13,,13,,
7,15,14,13,,13,,-15,,
,13,14,12,,11,,-16,,
,12,13,13,,10,,-16,,
,14,13,10,,12,,-16,,
,14,11,15,,13,,-1,,
,14,10,11,,12,,-6,,
,12,10,8,,15,,-16,,
,13,12,15,,13,,-16,,
1,11,14,11,,13,,12,,
,12,12,14,,14,,13,,
,15,11,13,,12,,15,,
,15,14,11,,10,,14,,
-7,14,9,13,,13,,12,,
,9,13,12,,10,,-16,,
,13,13,15,,14,,14,,
,14,15,14,,9,,11,,
-13,14,8,11,,10,,-16,,
,14,12,9,,9,,-16,,
,13,14,12,,13,,-16,,
,11,11,9,,14,,-16,,
,12,12,11,,13,,-7,,
,8,14,15,,13,,4,,
,14,12,15,,14,,-16,,
,12,15,12,,12,,-14,,
12,12,11,12,,12,,-16,,
,11,12,10,,14,,-16,,
,14,12,15,,11,,15,,
,14,15,12,,13,,14,,
,13,8,10,,10,,15,,
,11,14,13,,10,,11,,
,15,12,11,,14,,12,,
,14,7,15,,13,,15,,
13,15,10,13,,2,,3,,
,14,9,12,,2,,-1,,
,13,15,15,,9,,0,,
,11,11,14,,13,,-2,,
,10,14,13,,7,,-12,,
,11,15,15,,14,,-16,,
,11,12,14,,13,,2,,
,6,12,12,,11,,-16,,
,10,14,13,,-4,,,,
,11,13,14,,-4,,,,
,15,14,13,,,,,,
,15,13,12,,,,,,
,13,13,10,,,,,,
,13,14,15,,1,,,,
,15,9,13,,,,,,
,12,14,14,,,,,,
,15,13,10,,,,,,
,14,8,15,,5,,,,
,14,14,11,,,,,,
,14,10,13,,,,,,
,14,11,13,,,,,,
,14,12,12,,2,,,,
,12,11,15,,,,,,
,15,15,11,,-2,,,,
,15,13,11,,,,,,
,13,15,12,,,,,,
,15,15,13,,,,,,
,14,12,12,,,,,,
,14,14,12,,,,,,
,12,11,12,,,,,,
,15,11,15,,5,,,,
,13,15,13,,3,,,,
,13,13,11,,,,,,
,14,13,14,,0,,,,
,12,15,14,,-1,,,,
,14,10,15,,,,,,
,15,14,12,,,,,,
,13,9,13,,,,,,
,12,13,11,,-13,,,,
,15,10,13,,,,,,
,13,13,14,,,,,,
,14,11,13,,,,,,
,11,13,10,,,,,,
,10,13,11,,,,,,
,11,15,13,,,,,,
,10,13,14,,-11,,,,
,12,13,13,,,,,,
,14,14,12,,1,,,,
,12,12,7,,,,,,
,11,11,10,,,,,,
,13,11,14,,,,,,
,13,11,13,,,,,,
,10,14,12,,,,,,
,13,14,14,,-14,,,,
,13,10,14,,,,,,
,11,10,14,,,,,,
,14,14,14,,,,,,
,15,8,12,,,,,,
,10,12,11,,,,,,
,13,13,13,,,,,,
,13,13,11,,,,,,
,15,7,13,,-6,,,,
,13,11,9,,,,,,
,12,10,11,,,,,,
,14,11,10,,,,,,
,15,9,11,,,,,,
,12,8,12,,,,,,
,11,11,13,,,,,,
,11,12,15,,4,,,,
,6,15,14,,,,,,
,5,12,10,,,,,,
,-1,11,14,,9,,,,
,9,14,15,,,,,,
,12,15,11,,-1,,,,
,12,9,13,,-3,,,,
,15,13,6,,,,,,
,13,10,12,,,,,,
,15,14,12,,-1,,,,
,13,14,11,,-5,,,,
,15,9,13,,,,,,
,13,14,14,,,,,,
,15,15,14,,,,,,
,14,14,15,,0,,,,
,12,14,15,,,,,,
,15,15,13,,,,,,
,13,14,15,,,,,,
,14,11,10,,,,,,
,11,10,11,,,,,,
,14,13,12,,,,,,
,14,12,11,,10,,,,
,15,15,12,,2,,,,
,12,9,14,,-1,,,,
,11,12,13,,,,,,
,13,14,13,,5,,,,
,10,11,14,,,,,,
,13,13,12,,,,,,
,13,13,13,,,,,,
,13,9,13,,1,,,,
,15,11,11,,,,,,
,15,12,11,,,,,,
,13,12,11,,,,,,
,12,11,12,,,,,,
,13,12,13,,,,,,
,15,13,8,,,,,,
,15,13,8,,1,,,,
,13,10,13,,,,,,
,15,12,11,,5,,,,
,15,10,14,,-2,,,,
,13,15,14,,,,,,
,15,13,12,,,,,,
,12,13,14,,,,,,
,12,13,12,,,,,,
,13,14,13,,,,,,
,9,14,14,,-5,,,,
,10,12,14,,,,,,
